20250814215733,38.40,26.50
20250814215749,39.60,26.50
20250814215804,41.30,26.50
20250814215819,38.70,26.60
20250814215834,38.40,26.60
20250814215849,39.80,26.60
20250814215904,38.70,26.60
20250814215919,38.00,26.70
20250814215934,37.90,26.70
20250814215949,43.10,26.70
20250814220004,41.10,26.80
20250814220019,39.80,26.80
20250814220034,39.80,26.90
20250814220049,41.30,26.90
20250814220104,38.40,26.90
20250814220119,38.60,26.90
20250814220134,38.20,26.90
20250814220149,37.40,26.90
20250814220204,37.20,26.90
20250814220219,37.20,26.90
20250814220234,37.00,26.90
20250814220249,37.40,26.90
20250814220304,37.20,26.80
20250814220319,37.90,26.80
20250814220334,40.90,26.80
20250814220349,41.60,26.80
20250814220404,40.50,26.90
20250814220419,41.80,26.90
20250814220434,40.30,26.90
20250814220449,40.40,26.90
20250814220504,39.80,26.90
20250814220519,38.60,27.00
20250814220534,38.80,27.00
20250814220549,40.60,27.00
20250814220604,39.90,27.00
20250814220619,38.50,27.00
20250814220634,38.60,27.10
20250814220649,39.10,27.00
20250814220704,39.00,27.00
20250814220719,38.90,27.00
20250814220734,39.30,27.00
20250814220749,40.90,27.00
20250814220804,37.90,27.00
20250814220819,38.90,27.00
20250814220834,38.60,27.00
20250814220849,38.90,27.00
20250814220904,38.40,27.00
20250814220919,37.00,27.00
20250814220934,37.70,27.10
20250814220949,36.70,27.10
20250814221004,36.60,27.00
20250814221019,36.60,27.10
20250814221034,36.60,27.00
20250814221049,36.80,27.00
20250814221104,36.60,27.00
20250814221119,36.50,26.90
20250814221134,36.80,26.90
20250814221149,36.50,26.90
20250814221204,36.70,26.90
20250814221219,36.60,26.90
20250814221234,36.60,26.90
20250814221249,36.40,26.90
20250814221304,36.70,26.80
20250814221319,36.50,26.80
20250814221334,36.40,26.80
20250814221349,36.50,26.80
20250814221404,36.60,26.80
20250814221419,36.60,26.80
20250814221434,36.80,26.80
20250814221449,36.70,26.80
20250814221504,36.70,26.80
20250814221519,36.60,26.80
20250814221534,36.60,26.80
20250814221549,36.60,26.80
20250814221604,36.60,26.80
20250814221619,36.70,26.80
20250814221634,36.50,26.80
20250814221649,36.40,26.80
20250814221704,36.40,26.80
20250814221719,36.50,26.80
20250814221734,36.50,26.80
20250814221749,36.50,26.80
20250814221804,36.50,26.70
20250814221819,36.40,26.80
20250814221834,36.30,26.70
20250814221849,36.60,26.70
20250814221904,36.30,26.70
20250814221919,36.40,26.70
20250814221934,36.70,26.70
20250814221949,36.40,26.70
20250814222004,36.60,26.70
20250814222019,36.40,26.70
20250814222034,36.40,26.70
20250814222049,36.50,26.70
20250814222104,36.30,26.70
20250814222119,36.30,26.70
20250814222134,36.30,26.70
20250814222149,36.30,26.70
20250814222204,36.10,26.70
20250814222219,36.20,26.70
20250814222234,36.40,26.70
20250814222249,36.30,26.60
20250814222304,36.30,26.60
20250814222319,36.20,26.70
20250814222334,36.50,26.70
20250814222349,36.40,26.70
20250814222404,36.40,26.60
20250814222419,36.40,26.60
20250814222434,36.30,26.60
20250814222449,36.50,26.70
20250814222504,36.40,26.70
20250814222519,36.20,26.60
20250814222534,36.20,26.60
20250814222549,36.30,26.60
20250814222604,36.10,26.60
20250814222619,36.30,26.60
20250814222634,36.50,26.60
20250814222649,36.50,26.60
20250814222704,36.30,26.60
20250814222719,36.60,26.60
20250814222734,36.50,26.60
20250814222749,36.70,26.60
20250814222804,36.40,26.60
20250814222819,36.70,26.60
20250814222834,36.40,26.60
20250814222849,36.60,26.60
20250814222904,36.40,26.60
20250814222919,36.50,26.60
20250814222934,36.40,26.60
20250814222949,36.50,26.60
20250814223004,36.60,26.60
20250814223019,36.60,26.60
20250814223034,36.40,26.50
20250814223049,36.40,26.60
20250814223104,36.60,26.60
20250814223119,36.60,26.60
20250814223134,36.40,26.60
20250814223149,36.40,26.50
20250814223204,36.80,26.60
20250814223219,36.60,26.60
20250814223234,36.50,26.50
20250814223249,36.50,26.60
20250814223304,36.50,26.60
20250814223319,36.60,26.50
20250814223334,36.50,26.60
20250814223349,36.50,26.50
20250814223404,36.70,26.60
20250814223419,36.90,26.60
20250814223434,36.80,26.60
20250814223449,37.00,26.60
20250814223504,36.90,26.50
20250814223519,36.90,26.60
20250814223534,37.80,26.60
20250814223549,36.70,26.60
20250814223604,36.30,26.60
20250814223619,36.50,26.70
20250814223634,37.00,26.70
20250814223649,36.70,26.70
20250814223704,36.40,26.70
20250814223719,36.60,26.70
20250814223734,36.20,26.70
20250814223749,36.40,26.70
20250814223805,36.30,26.70
20250814223820,36.20,26.70
20250814223835,36.10,26.70
20250814223850,36.20,26.70
20250814223905,36.10,26.70
20250814223920,36.80,26.70
20250814223935,36.10,26.70
20250814223950,36.20,26.70
20250814224005,36.50,26.70
20250814224020,35.90,26.70
20250814224035,36.10,26.70
20250814224050,37.20,26.80
20250814224105,36.20,26.80
20250814224120,37.30,26.80
20250814224135,37.60,26.70
20250814224150,38.10,26.80
20250814224205,36.60,26.80
20250814224220,36.50,26.70
20250814224235,36.00,26.70
20250814224250,38.10,26.80
20250814224305,37.30,26.80
20250814224320,36.50,26.80
20250814224335,36.10,26.80
20250814224350,36.10,26.80
20250814224405,35.90,26.70
20250814224420,37.50,26.80
20250814224435,36.80,26.70
20250814224450,37.00,26.70
20250814224505,36.30,26.80
20250814224520,36.10,26.70
20250814224535,36.00,26.80
20250814224550,36.20,26.70
20250814224605,38.10,26.70
20250814224620,36.20,26.70
20250814224635,36.70,26.70
20250814224650,36.10,26.80
20250814224705,36.50,26.80
20250814224720,36.20,26.80
20250814224735,36.00,26.80
20250814224750,35.90,26.70
20250814224805,37.10,26.70
20250814224820,37.60,26.80
20250814224835,37.70,26.80
20250814224850,36.60,26.80
20250814224905,38.30,26.80
20250814224920,36.70,26.90
20250814224935,36.30,26.90
20250814224950,37.50,26.90
20250814225005,36.80,26.90
20250814225020,36.10,26.90
20250814225035,35.90,26.90
20250814225050,36.00,26.90
20250814225105,35.60,26.90
20250814225120,37.00,26.90
20250814225135,35.70,26.90
20250814225150,35.60,26.90
20250814225205,35.60,26.90
20250814225220,35.60,26.90
20250814225235,37.90,26.90
20250814225250,36.30,26.90
20250814225305,35.60,27.00
20250814225320,35.60,27.00
20250814225335,35.50,27.00
20250814225350,35.40,27.00
20250814225405,35.50,27.00
20250814225420,35.30,27.00
20250814225435,35.50,26.90
20250814225450,35.60,26.90
20250814225505,35.70,26.90
20250814225520,35.70,26.90
20250814225535,35.50,26.90
20250814225550,35.60,26.90
20250814225605,35.50,26.90
20250814225620,35.70,26.90
20250814225635,35.70,26.90
20250814225650,35.50,26.90
20250814225705,35.70,26.90
20250814225720,35.50,26.90
20250814225735,35.50,26.90
20250814225750,35.60,26.90
20250814225805,36.60,26.90
20250814225820,35.40,26.80
20250814225835,35.30,26.90
20250814225850,35.60,26.90
20250814225905,35.60,26.90
20250814225920,35.80,26.90
20250814225935,35.60,26.90
20250814225950,37.20,26.90
20250814230005,35.60,26.90
20250814230020,35.60,26.90
20250814230035,35.70,26.90
20250814230050,35.80,26.90
20250814230105,35.90,26.90
20250814230120,35.60,26.90
20250814230135,35.70,26.80
20250814230150,35.90,26.80
20250814230205,35.80,26.80
20250814230220,35.60,26.80
20250814230235,35.90,26.80
20250814230250,35.50,26.80
20250814230305,35.50,26.80
20250814230320,35.40,26.80
20250814230335,35.30,26.80
20250814230350,35.50,26.90
20250814230405,35.80,26.90
20250814230420,35.80,26.90
20250814230435,36.00,26.80
20250814230450,36.10,26.90
20250814230505,36.30,26.80
20250814230520,36.30,26.80
20250814230535,36.10,26.80
20250814230550,36.30,26.80
20250814230605,36.30,26.80
20250814230620,36.00,26.80
20250814230635,36.10,26.80
20250814230650,35.90,26.80
20250814230705,36.00,26.80
20250814230720,35.90,26.80
20250814230735,36.00,26.80
20250814230750,36.00,26.80
20250814230805,35.80,26.80
20250814230820,35.70,26.80
20250814230835,35.90,26.80
20250814230850,36.20,26.80
20250814230905,36.00,26.80
20250814230920,36.00,26.80
20250814230935,36.20,26.80
20250814230950,36.00,26.80
20250814231005,36.60,26.80
20250814231020,35.80,26.90
20250814231035,35.70,26.90
20250814231050,35.70,26.80
20250814231105,35.70,26.80
20250814231120,36.00,26.80
20250814231135,36.20,26.80
20250814231150,35.90,26.70
20250814231205,35.90,26.70
20250814231220,35.80,26.70
20250814231235,36.00,26.70
20250814231250,36.00,26.70
20250814231305,35.90,26.70
20250814231320,36.00,26.70
20250814231335,36.10,26.70
20250814231350,36.00,26.70
20250814231405,37.50,26.70
20250814231420,36.50,26.70
